,NAME,ARTIST,ALBUM,RELEASE_DATE,DURATION_MS,EXPLICIT,POPULARITY,DANCEABILITY,ENERGY,KEY,LOUDNESS,MODE,SPEECHINESS,ACOUSTICNESS,INSTRUMENTALNESS,LIVENESS,VALENCE,TEMPO,TYPE,ID,URI,TRACK_HREF,ANALYSIS_URL,TIME_SIGNATURE
161,Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,228965,False,82,0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,audio_features,6dODwocEuGzHAavXqTbwHv,spotify:track:6dODwocEuGzHAavXqTbwHv,https://api.spotify.com/v1/tracks/6dODwocEuGzHAavXqTbwHv,https://api.spotify.com/v1/audio-analysis/6dODwocEuGzHAavXqTbwHv,4
162,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,1987-06-02,291293,False,83,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,4
163,Jimmy Cooks (feat. 21 Savage),Drake,"Honestly, Nevermind",2022-06-17,218364,True,82,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,audio_features,3F5CgOj3wFlRv51JsHbxhe,spotify:track:3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,4
164,Family Matters,Drake,Family Matters,2024-05-03,456933,True,80,0.527,0.492,1,-9.774,1,0.279,0.0047,0.0,0.306,0.234,164.005,audio_features,1wFFFzJ5EsKbBWZriAcubN,spotify:track:1wFFFzJ5EsKbBWZriAcubN,https://api.spotify.com/v1/tracks/1wFFFzJ5EsKbBWZriAcubN,https://api.spotify.com/v1/audio-analysis/1wFFFzJ5EsKbBWZriAcubN,4
165,Toxic,Britney Spears,In The Zone,2003-11-13,198800,False,84,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,audio_features,6I9VzXrHxO9rA9A5euc8Ak,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,https://api.spotify.com/v1/tracks/6I9VzXrHxO9rA9A5euc8Ak,https://api.spotify.com/v1/audio-analysis/6I9VzXrHxO9rA9A5euc8Ak,4
166,I'm Good (Blue),David Guetta,I'm Good (Blue),2022-08-26,175238,True,88,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,audio_features,4uUG5RXrOk84mYEfFvj3cK,spotify:track:4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,4
167,"You're Gonna Go Far, Kid",The Offspring,"Rise And Fall, Rage And Grace",2008-06-17,177826,True,82,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,audio_features,6TfBA04WJ3X1d1wXhaCFVT,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,https://api.spotify.com/v1/tracks/6TfBA04WJ3X1d1wXhaCFVT,https://api.spotify.com/v1/audio-analysis/6TfBA04WJ3X1d1wXhaCFVT,4
168,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,2019-05-17,182160,False,87,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,4
169,TiK ToK,Kesha,Animal (Expanded Edition),2010-01-01,199693,False,84,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,audio_features,0HPD5WQqrq7wPWR7P7Dw1i,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/tracks/0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/audio-analysis/0HPD5WQqrq7wPWR7P7Dw1i,4
170,good 4 u,Olivia Rodrigo,SOUR,2021-05-21,178146,True,83,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,audio_features,4ZtFanR9U6ndgddUvNcjcG,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,4
171,This Is What You Came For,Calvin Harris,This Is What You Came For,2016-04-29,222160,False,86,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,audio_features,0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y,4
172,Stargirl Interlude,The Weeknd,Starboy,2016-11-24,111626,False,83,0.715,0.47,5,-12.638,0,0.0772,0.353,0.0923,0.104,0.426,89.965,audio_features,5gDWsRxpJ2lZAffh5p7K0w,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,https://api.spotify.com/v1/tracks/5gDWsRxpJ2lZAffh5p7K0w,https://api.spotify.com/v1/audio-analysis/5gDWsRxpJ2lZAffh5p7K0w,4
173,We Found Love,Rihanna,Talk That Talk,2011-11-18,215226,False,84,0.735,0.766,1,-4.485,1,0.0384,0.025,0.00141,0.108,0.6,127.975,audio_features,6qn9YLKt13AGvpq9jfO8py,spotify:track:6qn9YLKt13AGvpq9jfO8py,https://api.spotify.com/v1/tracks/6qn9YLKt13AGvpq9jfO8py,https://api.spotify.com/v1/audio-analysis/6qn9YLKt13AGvpq9jfO8py,4
174,Good Looking,Suki Waterhouse,Good Looking,2022-08-18,214800,False,82,0.365,0.554,4,-9.076,1,0.03,0.079,0.000358,0.125,0.259,150.11,audio_features,0j3mqDTK4Z6lvrLzFCUUz6,spotify:track:0j3mqDTK4Z6lvrLzFCUUz6,https://api.spotify.com/v1/tracks/0j3mqDTK4Z6lvrLzFCUUz6,https://api.spotify.com/v1/audio-analysis/0j3mqDTK4Z6lvrLzFCUUz6,3
175,Fade Into You,Mazzy Star,So Tonight That I Might See,1993-10-05,295600,False,81,0.417,0.33,9,-13.925,1,0.0275,0.247,0.000689,0.0677,0.175,157.113,audio_features,1LzNfuep1bnAUR9skqdHCK,spotify:track:1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/tracks/1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/audio-analysis/1LzNfuep1bnAUR9skqdHCK,3
176,i am not who i was,Chance Peña,i am not who i was,2023-09-21,145438,False,82,0.697,0.22,0,-13.696,1,0.042,0.703,0.0,0.0891,0.194,129.966,audio_features,5uu2OCGGrTRS1sIvlMgKwe,spotify:track:5uu2OCGGrTRS1sIvlMgKwe,https://api.spotify.com/v1/tracks/5uu2OCGGrTRS1sIvlMgKwe,https://api.spotify.com/v1/audio-analysis/5uu2OCGGrTRS1sIvlMgKwe,4
177,Closer,The Chainsmokers,Closer,2016-07-29,244960,False,85,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,4
178,Wake Me Up,Avicii,True,2013-01-01,247426,False,86,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,audio_features,0nrRP2bk19rLc0orkWPQk2,spotify:track:0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/tracks/0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/audio-analysis/0nrRP2bk19rLc0orkWPQk2,4
179,Who’s Afraid of Little Old Me?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,334084,False,81,0.606,0.338,0,-10.555,1,0.048,0.315,0.0,0.106,0.238,119.88,audio_features,2d8UxVNhJinc8uat9PoM9y,spotify:track:2d8UxVNhJinc8uat9PoM9y,https://api.spotify.com/v1/tracks/2d8UxVNhJinc8uat9PoM9y,https://api.spotify.com/v1/audio-analysis/2d8UxVNhJinc8uat9PoM9y,4
180,Ride,Twenty One Pilots,Blurryface,2015-05-15,214506,False,84,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,audio_features,2Z8WuEywRWYTKe1NybPQEW,spotify:track:2Z8WuEywRWYTKe1NybPQEW,https://api.spotify.com/v1/tracks/2Z8WuEywRWYTKe1NybPQEW,https://api.spotify.com/v1/audio-analysis/2Z8WuEywRWYTKe1NybPQEW,4
181,Pretty Little Poison,Warren Zeiders,Pretty Little Poison,2023-08-10,218260,False,76,0.494,0.567,1,-4.156,1,0.0334,0.0235,2.4e-06,0.146,0.22,112.011,audio_features,0MIp9iBm1V41ERxkZnmSUG,spotify:track:0MIp9iBm1V41ERxkZnmSUG,https://api.spotify.com/v1/tracks/0MIp9iBm1V41ERxkZnmSUG,https://api.spotify.com/v1/audio-analysis/0MIp9iBm1V41ERxkZnmSUG,3
182,Something About You,Eyedress,Mulholland Drive,2021-08-27,153312,False,82,0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,audio_features,6RiiSy9GzSwiyDEJDiMuKe,spotify:track:6RiiSy9GzSwiyDEJDiMuKe,https://api.spotify.com/v1/tracks/6RiiSy9GzSwiyDEJDiMuKe,https://api.spotify.com/v1/audio-analysis/6RiiSy9GzSwiyDEJDiMuKe,4
183,Passionfruit,Drake,More Life,2017-03-18,298940,True,81,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,audio_features,5mCPDVBb16L4XQwDdbRUpz,spotify:track:5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,4
184,Anti-Hero,Taylor Swift,Midnights,2022-10-21,200690,False,84,0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,audio_features,0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,4
185,Say You Won't Let Go,James Arthur,Back from the Edge,2016-10-28,211466,False,87,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,4
186,telepatía,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,2020-12-04,160191,False,82,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,audio_features,6tDDoYIxWvMLTdKpjFkc1B,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/audio-analysis/6tDDoYIxWvMLTdKpjFkc1B,4
187,Young And Beautiful,Lana Del Rey,Young And Beautiful,2013-01-01,236053,False,85,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,audio_features,2nMeu6UenVvwUktBCpLMK9,spotify:track:2nMeu6UenVvwUktBCpLMK9,https://api.spotify.com/v1/tracks/2nMeu6UenVvwUktBCpLMK9,https://api.spotify.com/v1/audio-analysis/2nMeu6UenVvwUktBCpLMK9,4
188,Dancing Queen,ABBA,Arrival,1976,230400,False,85,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,audio_features,0GjEhVFGZW8afUYGChu3Rr,spotify:track:0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,4
189,Cry,Benson Boone,Fireworks & Rollerblades,2024-04-05,186359,False,81,0.711,0.48,10,-5.251,1,0.0365,0.104,1.55e-05,0.0894,0.352,107.948,audio_features,3h76tbaYIamSeJL81X7ZwI,spotify:track:3h76tbaYIamSeJL81X7ZwI,https://api.spotify.com/v1/tracks/3h76tbaYIamSeJL81X7ZwI,https://api.spotify.com/v1/audio-analysis/3h76tbaYIamSeJL81X7ZwI,4
190,TRUCK BED,HARDY,the mockingbird & THE CROW,2023-01-20,167534,True,76,0.663,0.77,0,-4.88,1,0.0371,0.0876,0.0,0.352,0.772,132.058,audio_features,6CThut6kPrjot0pTJOTEer,spotify:track:6CThut6kPrjot0pTJOTEer,https://api.spotify.com/v1/tracks/6CThut6kPrjot0pTJOTEer,https://api.spotify.com/v1/audio-analysis/6CThut6kPrjot0pTJOTEer,4
191,That's What I Like,Bruno Mars,24K Magic,2016-11-17,206693,False,84,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,audio_features,0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,4
192,Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,2010-01-01,230733,False,76,0.652,0.81,3,-3.789,0,0.0406,0.00129,2.91e-05,0.667,0.732,126.022,audio_features,3avYqdwHKEq8beXbeWCKqJ,spotify:track:3avYqdwHKEq8beXbeWCKqJ,https://api.spotify.com/v1/tracks/3avYqdwHKEq8beXbeWCKqJ,https://api.spotify.com/v1/audio-analysis/3avYqdwHKEq8beXbeWCKqJ,4
193,Young Dumb & Broke,Khalid,American Teen,2017-04-27,202546,False,81,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,audio_features,5Z3GHaZ6ec9bsiI5BenrbY,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,4
194,Teenage Dream,Katy Perry,Teenage Dream,2010-01-01,227741,False,76,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.012,audio_features,5jzKL4BDMClWqRguW5qZvh,spotify:track:5jzKL4BDMClWqRguW5qZvh,https://api.spotify.com/v1/tracks/5jzKL4BDMClWqRguW5qZvh,https://api.spotify.com/v1/audio-analysis/5jzKL4BDMClWqRguW5qZvh,4
195,Carry You Home,Alex Warren,Carry You Home,2024-05-31,166880,False,84,0.525,0.66,10,-7.094,1,0.111,0.468,3.3e-06,0.128,0.458,123.787,audio_features,4uzKAj0mIyYmyhsRRyPXaQ,spotify:track:4uzKAj0mIyYmyhsRRyPXaQ,https://api.spotify.com/v1/tracks/4uzKAj0mIyYmyhsRRyPXaQ,https://api.spotify.com/v1/audio-analysis/4uzKAj0mIyYmyhsRRyPXaQ,4
196,Maps,Maroon 5,V,2014-09-02,189960,False,84,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,audio_features,4gbVRS8gloEluzf0GzDOFc,spotify:track:4gbVRS8gloEluzf0GzDOFc,https://api.spotify.com/v1/tracks/4gbVRS8gloEluzf0GzDOFc,https://api.spotify.com/v1/audio-analysis/4gbVRS8gloEluzf0GzDOFc,4
197,The Smallest Man Who Ever Lived,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,245541,True,81,0.426,0.41,10,-9.083,1,0.0581,0.52,0.0,0.338,0.263,142.377,audio_features,1xtw1krCR6Dw2KwkXw5z63,spotify:track:1xtw1krCR6Dw2KwkXw5z63,https://api.spotify.com/v1/tracks/1xtw1krCR6Dw2KwkXw5z63,https://api.spotify.com/v1/audio-analysis/1xtw1krCR6Dw2KwkXw5z63,1
198,Wine Into Whiskey,Tucker Wetmore,Wine Into Whiskey,2024-02-23,166343,False,76,0.712,0.699,8,-5.251,0,0.0365,0.0677,0.00271,0.0932,0.3,149.949,audio_features,1vJCkmbu3YzIe6NjXS9BXX,spotify:track:1vJCkmbu3YzIe6NjXS9BXX,https://api.spotify.com/v1/tracks/1vJCkmbu3YzIe6NjXS9BXX,https://api.spotify.com/v1/audio-analysis/1vJCkmbu3YzIe6NjXS9BXX,4
199,Your Love,The Outfield,Play Deep,1985-06-29,216466,False,82,0.578,0.654,1,-12.421,0,0.0562,0.121,3.62e-06,0.0673,0.621,129.513,audio_features,0WoFs3EdGOx58yX5BtXvOa,spotify:track:0WoFs3EdGOx58yX5BtXvOa,https://api.spotify.com/v1/tracks/0WoFs3EdGOx58yX5BtXvOa,https://api.spotify.com/v1/audio-analysis/0WoFs3EdGOx58yX5BtXvOa,4
200,Picture You,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,187130,False,78,0.354,0.468,4,-5.415,1,0.0334,0.4,0.0,0.138,0.281,160.586,audio_features,5KtvumPgVZmt8wg9xONE0T,spotify:track:5KtvumPgVZmt8wg9xONE0T,https://api.spotify.com/v1/tracks/5KtvumPgVZmt8wg9xONE0T,https://api.spotify.com/v1/audio-analysis/5KtvumPgVZmt8wg9xONE0T,3
201,because i liked a boy,Sabrina Carpenter,emails i can't send,2022-07-15,196458,True,82,0.386,0.592,11,-7.299,1,0.374,0.363,0.0,0.117,0.161,146.879,audio_features,32FhTAAjKZaBein150o3Px,spotify:track:32FhTAAjKZaBein150o3Px,https://api.spotify.com/v1/tracks/32FhTAAjKZaBein150o3Px,https://api.spotify.com/v1/audio-analysis/32FhTAAjKZaBein150o3Px,4
202,Work Song,Hozier,Hozier (Expanded Edition),2014-09-19,229720,False,76,0.531,0.363,10,-7.672,1,0.0608,0.749,0.0,0.112,0.259,121.412,audio_features,5TgEJ62DOzBpGxZ7WRsrqb,spotify:track:5TgEJ62DOzBpGxZ7WRsrqb,https://api.spotify.com/v1/tracks/5TgEJ62DOzBpGxZ7WRsrqb,https://api.spotify.com/v1/audio-analysis/5TgEJ62DOzBpGxZ7WRsrqb,4
203,august,Taylor Swift,folklore,2020-07-24,261922,False,84,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,audio_features,3hUxzQpSfdDqwM3ZTFQY0K,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,4
204,When I Was Your Man,Bruno Mars,Unorthodox Jukebox,2012-12-07,213826,False,86,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,audio_features,0nJW01T7XtvILxQgC5J7Wh,spotify:track:0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,4
205,Chk Chk Boom,Stray Kids,ATE,2024-07-19,148051,False,85,0.925,0.74,2,-2.698,1,0.123,0.166,0.0,0.0521,0.844,101.994,audio_features,09keT5ocFhEd5W5HidiUNq,spotify:track:09keT5ocFhEd5W5HidiUNq,https://api.spotify.com/v1/tracks/09keT5ocFhEd5W5HidiUNq,https://api.spotify.com/v1/audio-analysis/09keT5ocFhEd5W5HidiUNq,4
206,DJ Got Us Fallin' In Love (feat. Pitbull),USHER,Raymond v Raymond (Expanded Edition),2010-03-30,220800,False,82,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,4
207,Dog Days Are Over,Florence + The Machine,Lungs (Deluxe Edition),2009,251840,False,75,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,audio_features,1YLJVmuzeM2YSUkCCaTNUB,spotify:track:1YLJVmuzeM2YSUkCCaTNUB,https://api.spotify.com/v1/tracks/1YLJVmuzeM2YSUkCCaTNUB,https://api.spotify.com/v1/audio-analysis/1YLJVmuzeM2YSUkCCaTNUB,4
208,Needed Me,Rihanna,ANTI (Deluxe),2016-01-28,191600,True,81,0.697,0.315,5,-8.091,0,0.234,0.11,0.0,0.0825,0.298,110.872,audio_features,4pAl7FkDMNBsjykPXo91B3,spotify:track:4pAl7FkDMNBsjykPXo91B3,https://api.spotify.com/v1/tracks/4pAl7FkDMNBsjykPXo91B3,https://api.spotify.com/v1/audio-analysis/4pAl7FkDMNBsjykPXo91B3,4
209,But Daddy I Love Him,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,340428,True,80,0.521,0.72,4,-7.684,1,0.104,0.384,0.0,0.135,0.438,79.943,audio_features,4QMgEffJQuKtjCNvqfRZ0m,spotify:track:4QMgEffJQuKtjCNvqfRZ0m,https://api.spotify.com/v1/tracks/4QMgEffJQuKtjCNvqfRZ0m,https://api.spotify.com/v1/audio-analysis/4QMgEffJQuKtjCNvqfRZ0m,4
210,A Sky Full of Stars,Coldplay,Ghost Stories,2014-05-19,267866,False,87,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,audio_features,0FDzzruyVECATHXKHFs9eJ,spotify:track:0FDzzruyVECATHXKHFs9eJ,https://api.spotify.com/v1/tracks/0FDzzruyVECATHXKHFs9eJ,https://api.spotify.com/v1/audio-analysis/0FDzzruyVECATHXKHFs9eJ,4
211,Thunder,Imagine Dragons,Evolve,2017-06-23,187146,False,85,0.604,0.822,0,-4.833,1,0.0438,0.00672,0.134,0.147,0.288,167.997,audio_features,1zB4vmk8tFRmM9UULNzbLB,spotify:track:1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/tracks/1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB,4
212,Romantic Lover,Eyedress,Let's Skip to the Wedding,2020-08-07,86739,False,80,0.658,0.447,9,-9.299,0,0.0869,0.701,0.924,0.198,0.538,184.316,audio_features,7s5VQqrjBtrBgZL4pEa46S,spotify:track:7s5VQqrjBtrBgZL4pEa46S,https://api.spotify.com/v1/tracks/7s5VQqrjBtrBgZL4pEa46S,https://api.spotify.com/v1/audio-analysis/7s5VQqrjBtrBgZL4pEa46S,4
213,Crazy In Love (feat. Jay-Z),Beyoncé,Dangerously In Love,2003-06-24,236133,False,78,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,audio_features,5IVuqXILoxVWvWEPm82Jxr,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr,4
214,Counting Stars,OneRepublic,Native,2013-01-01,257265,False,86,0.663,0.706,1,-4.972,0,0.0383,0.0654,0.0,0.118,0.474,122.013,audio_features,2tpWsVSb9UEmDRxAl1zhX1,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,https://api.spotify.com/v1/tracks/2tpWsVSb9UEmDRxAl1zhX1,https://api.spotify.com/v1/audio-analysis/2tpWsVSb9UEmDRxAl1zhX1,4
215,deja vu,Olivia Rodrigo,SOUR,2021-05-21,215506,True,84,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,audio_features,6HU7h9RYOaPRFeh0R3UeAr,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/tracks/6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/audio-analysis/6HU7h9RYOaPRFeh0R3UeAr,4
216,Maneater,Nelly Furtado,Loose,2006-01-01,258893,False,82,0.796,0.778,6,-4.81,1,0.0397,0.0258,0.000386,0.121,0.789,132.724,audio_features,4wH4dJgrsxONID6KS2tDQM,spotify:track:4wH4dJgrsxONID6KS2tDQM,https://api.spotify.com/v1/tracks/4wH4dJgrsxONID6KS2tDQM,https://api.spotify.com/v1/audio-analysis/4wH4dJgrsxONID6KS2tDQM,4
217,YKWIM?,Yot Club,Bipolar,2019-05-31,212750,False,80,0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,audio_features,2vWBUC9djv6BtiGlmKiQaH,spotify:track:2vWBUC9djv6BtiGlmKiQaH,https://api.spotify.com/v1/tracks/2vWBUC9djv6BtiGlmKiQaH,https://api.spotify.com/v1/audio-analysis/2vWBUC9djv6BtiGlmKiQaH,3
218,"So Long, London",Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,262974,False,80,0.423,0.533,9,-11.388,1,0.322,0.73,0.00264,0.0816,0.248,160.218,audio_features,7wAkQFShJ27V8362MqevQr,spotify:track:7wAkQFShJ27V8362MqevQr,https://api.spotify.com/v1/tracks/7wAkQFShJ27V8362MqevQr,https://api.spotify.com/v1/audio-analysis/7wAkQFShJ27V8362MqevQr,4
219,Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),1984-11-05,216053,False,83,0.509,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.13,audio_features,0GONea6G2XdnHWjNZd6zt3,spotify:track:0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/audio-analysis/0GONea6G2XdnHWjNZd6zt3,4
220,"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,2005-05-03,229093,False,77,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,audio_features,2TfSHkHiFO4gRztVIkggkE,spotify:track:2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,4
221,Only Girl (In The World),Rihanna,Loud (Japan Version),2010-01-01,235493,False,83,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.918,audio_features,2ENexcMEMsYk0rVJigVD3i,spotify:track:2ENexcMEMsYk0rVJigVD3i,https://api.spotify.com/v1/tracks/2ENexcMEMsYk0rVJigVD3i,https://api.spotify.com/v1/audio-analysis/2ENexcMEMsYk0rVJigVD3i,4
