,NAME,ARTIST,ALBUM,RELEASE_DATE,DURATION_MS,EXPLICIT,POPULARITY,DANCEABILITY,ENERGY,KEY,LOUDNESS,MODE,SPEECHINESS,ACOUSTICNESS,INSTRUMENTALNESS,LIVENESS,VALENCE,TEMPO,TYPE,ID,URI,TRACK_HREF,ANALYSIS_URL,TIME_SIGNATURE
498,Dance Her Home,Cody Johnson,Cowboy Like Me,2014-01-14,174680,False,72,0.674,0.892,0,-3.771,1,0.0293,0.205,0.0,0.694,0.889,114.048,audio_features,2g3vpJiqwswGJbUOSkCWqC,spotify:track:2g3vpJiqwswGJbUOSkCWqC,https://api.spotify.com/v1/tracks/2g3vpJiqwswGJbUOSkCWqC,https://api.spotify.com/v1/audio-analysis/2g3vpJiqwswGJbUOSkCWqC,4
499,Habits (Stay High),Tove Lo,Queen Of The Clouds,2014-01-01,209160,False,73,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,audio_features,14OxJlLdcHNpgsm4DRwDOB,spotify:track:14OxJlLdcHNpgsm4DRwDOB,https://api.spotify.com/v1/tracks/14OxJlLdcHNpgsm4DRwDOB,https://api.spotify.com/v1/audio-analysis/14OxJlLdcHNpgsm4DRwDOB,4
500,Someone Like You,Adele,21,2011-01-24,285240,False,77,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,audio_features,1zwMYTA5nlNjZxYrvBB2pV,spotify:track:1zwMYTA5nlNjZxYrvBB2pV,https://api.spotify.com/v1/tracks/1zwMYTA5nlNjZxYrvBB2pV,https://api.spotify.com/v1/audio-analysis/1zwMYTA5nlNjZxYrvBB2pV,4
501,Add Up My Love,Clairo,Charm,2024-07-12,205263,False,75,0.715,0.621,8,-6.761,1,0.027,0.17,0.0011,0.111,0.769,104.964,audio_features,6FcDxtnGfsYHOcGkXN2OIG,spotify:track:6FcDxtnGfsYHOcGkXN2OIG,https://api.spotify.com/v1/tracks/6FcDxtnGfsYHOcGkXN2OIG,https://api.spotify.com/v1/audio-analysis/6FcDxtnGfsYHOcGkXN2OIG,4
502,Chloe or Sam or Sophia or Marcus,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,213281,False,77,0.516,0.451,0,-8.552,1,0.0446,0.78,0.0,0.105,0.218,70.266,audio_features,1rmEsOezwf2lmIZTMAO5Ag,spotify:track:1rmEsOezwf2lmIZTMAO5Ag,https://api.spotify.com/v1/tracks/1rmEsOezwf2lmIZTMAO5Ag,https://api.spotify.com/v1/audio-analysis/1rmEsOezwf2lmIZTMAO5Ag,4
503,California,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,198089,False,74,0.454,0.363,1,-10.037,1,0.0585,0.566,0.0,0.0788,0.361,129.974,audio_features,6dA1JQt3f3meGzahhNN75m,spotify:track:6dA1JQt3f3meGzahhNN75m,https://api.spotify.com/v1/tracks/6dA1JQt3f3meGzahhNN75m,https://api.spotify.com/v1/audio-analysis/6dA1JQt3f3meGzahhNN75m,4
504,Mo Bamba,Sheck Wes,MUDBOY,2018-10-05,183906,True,76,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,audio_features,1xzBco0xcoJEDXktl7Jxrr,spotify:track:1xzBco0xcoJEDXktl7Jxrr,https://api.spotify.com/v1/tracks/1xzBco0xcoJEDXktl7Jxrr,https://api.spotify.com/v1/audio-analysis/1xzBco0xcoJEDXktl7Jxrr,4
505,But Daddy I Love Him,Taylor Swift,THE TORTURED POETS DEPARTMENT,2024-04-18,340428,True,78,0.521,0.72,4,-7.684,1,0.104,0.384,0.0,0.135,0.438,79.943,audio_features,5og4Qzt92jJzVDkOtSEilb,spotify:track:5og4Qzt92jJzVDkOtSEilb,https://api.spotify.com/v1/tracks/5og4Qzt92jJzVDkOtSEilb,https://api.spotify.com/v1/audio-analysis/5og4Qzt92jJzVDkOtSEilb,4
506,Cruise,Florida Georgia Line,Here's To The Good Times,2012-01-01,208960,False,72,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.001,audio_features,0i5el041vd6nxrGEU8QRxy,spotify:track:0i5el041vd6nxrGEU8QRxy,https://api.spotify.com/v1/tracks/0i5el041vd6nxrGEU8QRxy,https://api.spotify.com/v1/audio-analysis/0i5el041vd6nxrGEU8QRxy,4
507,Make You Mine,Madison Beer,Make You Mine,2024-02-09,221709,False,81,0.533,0.642,6,-6.315,0,0.0403,0.221,0.00697,0.238,0.488,123.128,audio_features,48vIfHaK7by6x0T6ucpODL,spotify:track:48vIfHaK7by6x0T6ucpODL,https://api.spotify.com/v1/tracks/48vIfHaK7by6x0T6ucpODL,https://api.spotify.com/v1/audio-analysis/48vIfHaK7by6x0T6ucpODL,4
508,TV,Billie Eilish,Guitar Songs,2022-07-21,281380,False,80,0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,audio_features,3GYlZ7tbxLOxe6ewMNVTkw,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,https://api.spotify.com/v1/tracks/3GYlZ7tbxLOxe6ewMNVTkw,https://api.spotify.com/v1/audio-analysis/3GYlZ7tbxLOxe6ewMNVTkw,4
509,Stay With Me,Sam Smith,In The Lonely Hour,2014-05-26,172723,False,82,0.413,0.42,0,-6.444,1,0.0416,0.588,6.39e-05,0.11,0.185,84.126,audio_features,5Nm9ERjJZ5oyfXZTECKmRt,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/tracks/5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/audio-analysis/5Nm9ERjJZ5oyfXZTECKmRt,4
510,Gimme More,Britney Spears,Blackout,2007-10-25,251240,False,81,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,audio_features,6ic8OlLUNEATToEFU3xmaH,spotify:track:6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/audio-analysis/6ic8OlLUNEATToEFU3xmaH,4
511,Melting,Kali Uchis,Por Vida,2015-02-04,208853,False,78,0.574,0.479,8,-7.776,1,0.0355,0.179,0.0803,0.106,0.303,115.263,audio_features,2kSb3wYSOV996xA2NSmpck,spotify:track:2kSb3wYSOV996xA2NSmpck,https://api.spotify.com/v1/tracks/2kSb3wYSOV996xA2NSmpck,https://api.spotify.com/v1/audio-analysis/2kSb3wYSOV996xA2NSmpck,4
512,Diamond In My Pocket,Cody Johnson,A Different Day,2011-10-31,196906,False,72,0.546,0.838,7,-3.51,1,0.0319,0.27,1.24e-05,0.0841,0.719,151.914,audio_features,24Nt4OalWDICkEKVy81X6k,spotify:track:24Nt4OalWDICkEKVy81X6k,https://api.spotify.com/v1/tracks/24Nt4OalWDICkEKVy81X6k,https://api.spotify.com/v1/audio-analysis/24Nt4OalWDICkEKVy81X6k,4
513,Spin Bout U,Drake,Her Loss,2022-11-04,214588,True,75,0.763,0.72,7,-6.383,1,0.0447,0.00961,0.0,0.165,0.229,129.971,audio_features,2ZL7WZcjuYKi1KUDtp4kCC,spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,https://api.spotify.com/v1/tracks/2ZL7WZcjuYKi1KUDtp4kCC,https://api.spotify.com/v1/audio-analysis/2ZL7WZcjuYKi1KUDtp4kCC,4
514,everything i wanted,Billie Eilish,everything i wanted,2019-11-13,245425,False,82,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,audio_features,3ZCTVFBt2Brf31RLEnCkWJ,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,4
515,Let You Down,NF,Perception,2017-10-06,212120,False,78,0.661,0.714,5,-5.68,0,0.121,0.314,0.0,0.179,0.464,147.998,audio_features,52okn5MNA47tk87PeZJLEL,spotify:track:52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL,4
516,Empire State Of Mind,JAY-Z,The Blueprint 3,2009-09-08,276920,True,81,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,audio_features,2igwFfvr1OAGX9SKDCPBwO,spotify:track:2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/tracks/2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/audio-analysis/2igwFfvr1OAGX9SKDCPBwO,4
517,Indifferent,Megan Moroney,Indifferent,2024-05-03,176022,False,72,0.636,0.536,6,-6.296,1,0.0481,0.049,0.0,0.0912,0.505,107.409,audio_features,4WtllVoPahHbtOGnLvS8Wk,spotify:track:4WtllVoPahHbtOGnLvS8Wk,https://api.spotify.com/v1/tracks/4WtllVoPahHbtOGnLvS8Wk,https://api.spotify.com/v1/audio-analysis/4WtllVoPahHbtOGnLvS8Wk,3
518,Rolling in the Deep,Adele,21,2011-01-24,228093,False,78,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,audio_features,1c8gk2PeTE04A1pIDH9YMk,spotify:track:1c8gk2PeTE04A1pIDH9YMk,https://api.spotify.com/v1/tracks/1c8gk2PeTE04A1pIDH9YMk,https://api.spotify.com/v1/audio-analysis/1c8gk2PeTE04A1pIDH9YMk,4
519,Teenage Fever,Drake,More Life,2017-03-18,219692,True,77,0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04,audio_features,6n3HGiq4v35D6eFOSwqYuo,spotify:track:6n3HGiq4v35D6eFOSwqYuo,https://api.spotify.com/v1/tracks/6n3HGiq4v35D6eFOSwqYuo,https://api.spotify.com/v1/audio-analysis/6n3HGiq4v35D6eFOSwqYuo,4
520,Bones,Imagine Dragons,Mercury - Acts 1 & 2,2022-07-01,165264,False,83,0.772,0.75,5,-3.67,0,0.0455,0.0201,0.0,0.074,0.587,114.061,audio_features,54ipXppHLA8U4yqpOFTUhr,spotify:track:54ipXppHLA8U4yqpOFTUhr,https://api.spotify.com/v1/tracks/54ipXppHLA8U4yqpOFTUhr,https://api.spotify.com/v1/audio-analysis/54ipXppHLA8U4yqpOFTUhr,4
521,Just Like Johnny,Redferrin,Old No. 7,2024-02-16,199392,False,73,0.589,0.625,4,-5.302,0,0.0405,0.0268,1.51e-05,0.124,0.143,125.997,audio_features,3Sg0jiuv2ckmxTBX4tLJQq,spotify:track:3Sg0jiuv2ckmxTBX4tLJQq,https://api.spotify.com/v1/tracks/3Sg0jiuv2ckmxTBX4tLJQq,https://api.spotify.com/v1/audio-analysis/3Sg0jiuv2ckmxTBX4tLJQq,4
522,Hey There Delilah,Plain White T's,All That We Needed,2005-01-01,232533,False,77,0.658,0.291,2,-10.572,1,0.0292,0.872,0.0,0.114,0.295,103.962,audio_features,4RCWB3V8V0dignt99LZ8vH,spotify:track:4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/tracks/4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/audio-analysis/4RCWB3V8V0dignt99LZ8vH,4
523,Fair Trade (with Travis Scott),Drake,Certified Lover Boy,2021-09-03,291175,True,79,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,audio_features,40iJIUlhi6renaREYGeIDS,spotify:track:40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/tracks/40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/audio-analysis/40iJIUlhi6renaREYGeIDS,4
524,Hot In Herre,Nelly,Nellyville,2002-06-25,228240,True,76,0.956,0.741,11,-4.753,0,0.124,0.204,0.0,0.0615,0.911,107.075,audio_features,04KTF78FFg8sOHC1BADqbY,spotify:track:04KTF78FFg8sOHC1BADqbY,https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY,https://api.spotify.com/v1/audio-analysis/04KTF78FFg8sOHC1BADqbY,4
525,Hurts Me,Tory Lanez,Hurts Me,2023-06-27,140800,False,77,0.553,0.786,8,-5.477,0,0.0325,0.0438,0.0,0.119,0.673,149.968,audio_features,0RBw4ODUQPO4cuAOZtBGga,spotify:track:0RBw4ODUQPO4cuAOZtBGga,https://api.spotify.com/v1/tracks/0RBw4ODUQPO4cuAOZtBGga,https://api.spotify.com/v1/audio-analysis/0RBw4ODUQPO4cuAOZtBGga,4
526,No Vacancy,Treaty Oak Revival,No Vacancy,2021-01-29,244429,False,71,0.432,0.784,0,-3.506,1,0.0347,0.00561,3.35e-05,0.222,0.41,75.999,audio_features,3pVs5Zehts89WLyBPiYfxG,spotify:track:3pVs5Zehts89WLyBPiYfxG,https://api.spotify.com/v1/tracks/3pVs5Zehts89WLyBPiYfxG,https://api.spotify.com/v1/audio-analysis/3pVs5Zehts89WLyBPiYfxG,1
527,Amber,311,From Chaos,2001-06-19,206973,False,71,0.663,0.697,0,-9.442,1,0.0473,0.156,0.0224,0.0663,0.744,166.001,audio_features,6Fe3Flc9SjE03pqwD6PVQl,spotify:track:6Fe3Flc9SjE03pqwD6PVQl,https://api.spotify.com/v1/tracks/6Fe3Flc9SjE03pqwD6PVQl,https://api.spotify.com/v1/audio-analysis/6Fe3Flc9SjE03pqwD6PVQl,4
528,Death Wish Love (From Twisters: The Album),Benson Boone,Death Wish Love (From Twisters: The Album),2024-07-19,223955,False,74,0.692,0.676,0,-5.888,1,0.0595,0.606,0.0,0.12,0.47,122.926,audio_features,5CYblb1W46TNSWMR7BBwS2,spotify:track:5CYblb1W46TNSWMR7BBwS2,https://api.spotify.com/v1/tracks/5CYblb1W46TNSWMR7BBwS2,https://api.spotify.com/v1/audio-analysis/5CYblb1W46TNSWMR7BBwS2,4
529,23,Chayce Beckham,Bad For Me,2024-04-05,228144,False,74,0.628,0.584,0,-7.361,0,0.0327,0.278,0.0,0.142,0.38,87.972,audio_features,5NU6kBZORKaoqS09mOqgXs,spotify:track:5NU6kBZORKaoqS09mOqgXs,https://api.spotify.com/v1/tracks/5NU6kBZORKaoqS09mOqgXs,https://api.spotify.com/v1/audio-analysis/5NU6kBZORKaoqS09mOqgXs,4
530,7 rings,Ariana Grande,"thank u, next",2019-02-08,178626,True,82,0.777,0.317,1,-10.732,0,0.308,0.591,0.0,0.0881,0.33,139.848,audio_features,6ocbgoVGwYJhOv1GgI9NsF,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,4
531,LOKERA,Rauw Alejandro,SATURNO,2023-01-24,197101,True,80,0.836,0.826,11,-2.66,0,0.0461,0.213,6.03e-06,0.0814,0.579,102.025,audio_features,1aUq8rjW1EwkAkMri4VfJy,spotify:track:1aUq8rjW1EwkAkMri4VfJy,https://api.spotify.com/v1/tracks/1aUq8rjW1EwkAkMri4VfJy,https://api.spotify.com/v1/audio-analysis/1aUq8rjW1EwkAkMri4VfJy,4
532,Whiskey On You,Nate Smith,NATE SMITH (DELUXE),2023-04-28,183786,False,73,0.473,0.751,8,-5.196,1,0.0318,9.91e-05,0.0181,0.118,0.569,110.025,audio_features,0unNLQbn2xlm2nPcB1pdjS,spotify:track:0unNLQbn2xlm2nPcB1pdjS,https://api.spotify.com/v1/tracks/0unNLQbn2xlm2nPcB1pdjS,https://api.spotify.com/v1/audio-analysis/0unNLQbn2xlm2nPcB1pdjS,4
533,Little Talks,Of Monsters and Men,My Head Is An Animal,2012-01-01,266600,False,79,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,audio_features,2ihCaVdNZmnHZWt0fvAM7B,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/tracks/2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/audio-analysis/2ihCaVdNZmnHZWt0fvAM7B,4
534,Ride Wit Me,Nelly,Country Grammar,2000-06-27,291781,True,76,0.85,0.7,7,-6.49,1,0.0478,0.0607,1.66e-06,0.244,0.724,101.875,audio_features,3Gf5nttwcX9aaSQXRWidEZ,spotify:track:3Gf5nttwcX9aaSQXRWidEZ,https://api.spotify.com/v1/tracks/3Gf5nttwcX9aaSQXRWidEZ,https://api.spotify.com/v1/audio-analysis/3Gf5nttwcX9aaSQXRWidEZ,4
535,Getaway Car,Taylor Swift,reputation,2017-11-10,233626,False,78,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,audio_features,0VE4kBnHJUgtMf0dy6DRmW,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,https://api.spotify.com/v1/tracks/0VE4kBnHJUgtMf0dy6DRmW,https://api.spotify.com/v1/audio-analysis/0VE4kBnHJUgtMf0dy6DRmW,4
536,'Til You Can't,Cody Johnson,Human The Double Album,2021-10-08,224213,False,73,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,audio_features,4k3lPl8YTKuY8c1HelVnm3,spotify:track:4k3lPl8YTKuY8c1HelVnm3,https://api.spotify.com/v1/tracks/4k3lPl8YTKuY8c1HelVnm3,https://api.spotify.com/v1/audio-analysis/4k3lPl8YTKuY8c1HelVnm3,4
537,Perfect,Ed Sheeran,÷ (Deluxe),2017-03-03,263400,False,85,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,audio_features,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,3
538,Everything is romantic,Charli xcx,BRAT,2024-06-07,203482,False,77,0.485,0.638,2,-6.962,0,0.139,0.309,4.13e-05,0.137,0.421,149.99,audio_features,5sMEEjviCkH6Rp5X2ZvIIc,spotify:track:5sMEEjviCkH6Rp5X2ZvIIc,https://api.spotify.com/v1/tracks/5sMEEjviCkH6Rp5X2ZvIIc,https://api.spotify.com/v1/audio-analysis/5sMEEjviCkH6Rp5X2ZvIIc,4
539,Stop & Stare,Treaty Oak Revival,Have A Nice Day,2023-11-24,212491,False,71,0.458,0.968,2,-3.49,1,0.0636,0.00516,3.31e-05,0.105,0.424,149.917,audio_features,2zvyQcGlZp3VsdTE6xkI6h,spotify:track:2zvyQcGlZp3VsdTE6xkI6h,https://api.spotify.com/v1/tracks/2zvyQcGlZp3VsdTE6xkI6h,https://api.spotify.com/v1/audio-analysis/2zvyQcGlZp3VsdTE6xkI6h,4
540,Cake By The Ocean,DNCE,DNCE,2016-11-18,219146,True,81,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,audio_features,76hfruVvmfQbw0eYn1nmeC,spotify:track:76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/audio-analysis/76hfruVvmfQbw0eYn1nmeC,4
541,Dirty Little Secret,The All-American Rejects,Move Along,2005-01-01,193653,False,71,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85,audio_features,5lDriBxJd22IhOH9zTcFrV,spotify:track:5lDriBxJd22IhOH9zTcFrV,https://api.spotify.com/v1/tracks/5lDriBxJd22IhOH9zTcFrV,https://api.spotify.com/v1/audio-analysis/5lDriBxJd22IhOH9zTcFrV,4
542,I Can Fix Him (No Really I Can),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,156297,False,76,0.661,0.257,6,-13.961,0,0.045,0.768,1.72e-06,0.176,0.318,106.896,audio_features,5chnRTB9qMK3W1M41SnU9s,spotify:track:5chnRTB9qMK3W1M41SnU9s,https://api.spotify.com/v1/tracks/5chnRTB9qMK3W1M41SnU9s,https://api.spotify.com/v1/audio-analysis/5chnRTB9qMK3W1M41SnU9s,4
543,Raise Your Glass,P!nk,Raise Your Glass,2010-10-05,202960,True,79,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,audio_features,1gv4xPanImH17bKZ9rOveR,spotify:track:1gv4xPanImH17bKZ9rOveR,https://api.spotify.com/v1/tracks/1gv4xPanImH17bKZ9rOveR,https://api.spotify.com/v1/audio-analysis/1gv4xPanImH17bKZ9rOveR,4
544,The Albatross,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,183878,False,76,0.352,0.479,2,-8.942,1,0.0583,0.655,0.0,0.0935,0.292,172.013,audio_features,4EF6IyONolQy0bIQXm2EmX,spotify:track:4EF6IyONolQy0bIQXm2EmX,https://api.spotify.com/v1/tracks/4EF6IyONolQy0bIQXm2EmX,https://api.spotify.com/v1/audio-analysis/4EF6IyONolQy0bIQXm2EmX,4
545,Relapse,Warren Zeiders,Relapse,2024-06-07,158634,False,73,0.566,0.752,1,-4.102,1,0.0335,0.000212,0.0,0.0753,0.395,140.953,audio_features,4cfJwDxcinpg5gYUZ4qysj,spotify:track:4cfJwDxcinpg5gYUZ4qysj,https://api.spotify.com/v1/tracks/4cfJwDxcinpg5gYUZ4qysj,https://api.spotify.com/v1/audio-analysis/4cfJwDxcinpg5gYUZ4qysj,4
546,I'm Not Pretty,Megan Moroney,Lucky,2023-05-05,181066,False,72,0.573,0.795,10,-5.561,1,0.0558,0.129,1.78e-05,0.186,0.705,128.101,audio_features,2ePiBvKtQOCBHq9uOlwiiU,spotify:track:2ePiBvKtQOCBHq9uOlwiiU,https://api.spotify.com/v1/tracks/2ePiBvKtQOCBHq9uOlwiiU,https://api.spotify.com/v1/audio-analysis/2ePiBvKtQOCBHq9uOlwiiU,4
547,Coming Down,The Weeknd,House Of Balloons (Original),2011-03-21,295435,False,74,0.694,0.649,2,-5.262,0,0.0353,0.303,2.41e-05,0.206,0.344,120.973,audio_features,3mHO1J6kfiArjBo1zhLFGP,spotify:track:3mHO1J6kfiArjBo1zhLFGP,https://api.spotify.com/v1/tracks/3mHO1J6kfiArjBo1zhLFGP,https://api.spotify.com/v1/audio-analysis/3mHO1J6kfiArjBo1zhLFGP,4
548,"Hold On, We're Going Home",Drake,Nothing Was The Same,2013-01-01,227880,False,71,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,audio_features,2aSC2xhRxOLiiZZVjhbylH,spotify:track:2aSC2xhRxOLiiZZVjhbylH,https://api.spotify.com/v1/tracks/2aSC2xhRxOLiiZZVjhbylH,https://api.spotify.com/v1/audio-analysis/2aSC2xhRxOLiiZZVjhbylH,4
549,Pon de Replay,Rihanna,Music Of The Sun,2005-08-29,246960,False,79,0.779,0.64,7,-8.415,1,0.159,0.000155,0.000766,0.101,0.499,99.017,audio_features,4TsmezEQVSZNNPv5RJ65Ov,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,https://api.spotify.com/v1/tracks/4TsmezEQVSZNNPv5RJ65Ov,https://api.spotify.com/v1/audio-analysis/4TsmezEQVSZNNPv5RJ65Ov,4
550,I Miss You,blink-182,blink-182,2003-01-01,227240,False,76,0.655,0.781,11,-6.547,1,0.034,0.00103,5.33e-06,0.0867,0.584,110.024,audio_features,1oTo3ijRbaDAtrjJrGAPSw,spotify:track:1oTo3ijRbaDAtrjJrGAPSw,https://api.spotify.com/v1/tracks/1oTo3ijRbaDAtrjJrGAPSw,https://api.spotify.com/v1/audio-analysis/1oTo3ijRbaDAtrjJrGAPSw,4
551,Dreams,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",1993-03-01,271560,False,79,0.551,0.645,4,-13.093,1,0.0354,0.0031,0.00376,0.421,0.508,128.665,audio_features,4JGKZS7h4Qa16gOU3oNETV,spotify:track:4JGKZS7h4Qa16gOU3oNETV,https://api.spotify.com/v1/tracks/4JGKZS7h4Qa16gOU3oNETV,https://api.spotify.com/v1/audio-analysis/4JGKZS7h4Qa16gOU3oNETV,4
552,Late Night Talking,Harry Styles,Harry's House,2022-05-20,177954,False,79,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,audio_features,1qEmFfgcLObUfQm0j1W2CK,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,4
553,Tumblr Girls (feat. Christoph Andersson),G-Eazy,These Things Happen,2014-06-20,255680,True,78,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,audio_features,4Fv6wNYUixnYkj3Dgfrls8,spotify:track:4Fv6wNYUixnYkj3Dgfrls8,https://api.spotify.com/v1/tracks/4Fv6wNYUixnYkj3Dgfrls8,https://api.spotify.com/v1/audio-analysis/4Fv6wNYUixnYkj3Dgfrls8,4
554,Ho Hey,The Lumineers,The Lumineers,2012-04-03,163133,False,79,0.685,0.466,0,-9.074,1,0.0304,0.791,2.06e-06,0.0914,0.353,79.936,audio_features,0DwClY2t9YAWHBROMIgrXb,spotify:track:0DwClY2t9YAWHBROMIgrXb,https://api.spotify.com/v1/tracks/0DwClY2t9YAWHBROMIgrXb,https://api.spotify.com/v1/audio-analysis/0DwClY2t9YAWHBROMIgrXb,4
555,all-american bitch,Olivia Rodrigo,GUTS,2023-09-08,165833,True,76,0.421,0.695,6,-4.346,1,0.0428,0.218,2.97e-06,0.155,0.45,156.344,audio_features,34sOdxWu9FljH84UXdRwu1,spotify:track:34sOdxWu9FljH84UXdRwu1,https://api.spotify.com/v1/tracks/34sOdxWu9FljH84UXdRwu1,https://api.spotify.com/v1/audio-analysis/34sOdxWu9FljH84UXdRwu1,4
556,Chasing Cars,Snow Patrol,Eyes Open,2006-01-01,267960,False,81,0.561,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.006,audio_features,5hnyJvgoWiQUYZttV4wXy6,spotify:track:5hnyJvgoWiQUYZttV4wXy6,https://api.spotify.com/v1/tracks/5hnyJvgoWiQUYZttV4wXy6,https://api.spotify.com/v1/audio-analysis/5hnyJvgoWiQUYZttV4wXy6,4
557,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),2023-10-26,229477,False,78,0.599,0.651,0,-7.343,1,0.035,0.0486,0.0,0.126,0.153,100.001,audio_features,1Iq8oo9XkmmvCQiGOfORiz,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/tracks/1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/audio-analysis/1Iq8oo9XkmmvCQiGOfORiz,4
558,Kaleidoscope,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,222650,False,74,0.413,0.258,11,-7.257,1,0.0302,0.897,0.0,0.0801,0.289,136.271,audio_features,4ROYC4vHfPZ28mqz0eLrzL,spotify:track:4ROYC4vHfPZ28mqz0eLrzL,https://api.spotify.com/v1/tracks/4ROYC4vHfPZ28mqz0eLrzL,https://api.spotify.com/v1/audio-analysis/4ROYC4vHfPZ28mqz0eLrzL,4
559,CLASSY 101,Feid,FERXXOCALIPSIS,2023-12-01,195586,True,82,0.858,0.665,11,-4.772,1,0.152,0.126,0.0,0.119,0.659,100.09,audio_features,1hZsWUnLbqRw09jLAMQSsb,spotify:track:1hZsWUnLbqRw09jLAMQSsb,https://api.spotify.com/v1/tracks/1hZsWUnLbqRw09jLAMQSsb,https://api.spotify.com/v1/audio-analysis/1hZsWUnLbqRw09jLAMQSsb,4
